# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexing.writer_1.totalTimeSpentWritingMs,1736405480041000000,1736405496932000000,0
Indexing.totalTimeIndexersSleptMs,1736405480041000000,1736405496932000000,0
Indexing.cache.totalCacheMisses,1736405480041000000,1736405496932000000,0
Indexing.writesQueuedMax,1736405480041000000,1736405496932000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1736405480041000000,1736405496932000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1736405480041000000,1736405496932000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1736405480041000000,1736405496932000000,0
Indexing.cache.totalCacheEvicted,1736405480041000000,1736405496932000000,0
Indexing.cache.totalCacheAccesses,1736405480041000000,1736405496932000000,0
Indexing.writesQueuedMin,1736405480041000000,1736405496932000000,9223372036854775807
workspaceModel.to.snapshot.ms,1736405480041000000,1736405496932000000,0
workspaceModel.check.recursive.update.ms,1736405480041000000,1736405496932000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1736405480041000000,1736405496932000000,3
workspaceModel.cachedValueWithParameters.total.get.count,1736405480041000000,1736405496932000000,0
workspaceModel.cachedValueWithParameters.clear.count,1736405480041000000,1736405496932000000,0
workspaceModel.updates.count,1736405480041000000,1736405496932000000,0
workspaceModel.cachedValue.calculated.count,1736405480041000000,1736405496932000000,1
workspaceModel.pre.handlers.ms,1736405480041000000,1736405496932000000,0
workspaceModel.loading.total.ms,1736405480041000000,1736405496932000000,16
workspaceModel.init.bridges.ms,1736405480041000000,1736405496932000000,0
workspaceModel.replace.project.model.ms,1736405480041000000,1736405496932000000,0
workspaceModel.cachedValue.total.get.count,1736405480041000000,1736405496932000000,7
workspaceModel.update.unloaded.entities.ms,1736405480041000000,1736405496932000000,0
workspaceModel.loading.from.cache.ms,1736405480041000000,1736405496932000000,2
workspaceModel.on.changed.ms,1736405480041000000,1736405496932000000,0
workspaceModel.on.before.changed.ms,1736405480041000000,1736405496932000000,0
workspaceModel.full.replace.project.model.ms,1736405480041000000,1736405496932000000,0
workspaceModel.collect.changes.ms,1736405480041000000,1736405496932000000,0
workspaceModel.cachedValue.clear.count,1736405480041000000,1736405496932000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1736405480041000000,1736405496932000000,0
workspaceModel.initializing.ms,1736405480041000000,1736405496932000000,0
workspaceModel.cachedValue.from.cache.count,1736405480041000000,1736405496932000000,6
workspaceModel.updates.ms,1736405480041000000,1736405496932000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1736405480041000000,1736405496932000000,0
workspaceModel.updates.precise.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1736405480041000000,1736405496932000000,0
workspaceModel.global.updates.count,1736405480041000000,1736405496932000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1736405480041000000,1736405496932000000,0
jps.global.get.libraries.ms,1736405480041000000,1736405496932000000,0
workspaceModel.do.save.caches.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1736405480041000000,1736405496932000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1736405480041000000,1736405496932000000,0
jps.global.get.library.by.name.ms,1736405480041000000,1736405496932000000,0
jps.library.entities.serializer.load.entities.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1736405480041000000,1736405496932000000,0
workspaceModel.global.updates.ms,1736405480041000000,1736405496932000000,0
jps.library.entities.serializer.save.entities.ms,1736405480041000000,1736405496932000000,0
workspaceModel.sync.entities.ms,1736405480041000000,1736405496932000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1736405480041000000,1736405496932000000,0
workspaceModel.global.apply.state.to.project.ms,1736405480041000000,1736405496932000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1736405480041000000,1736405496932000000,0
jps.load.initial.state.ms,1736405480041000000,1736405496932000000,13
jps.app.storage.content.writer.save.component.ms,1736405480041000000,1736405496932000000,2
jps.global.handle.changed.events.ms,1736405480041000000,1736405496932000000,0
jps.global.initialize.library.bridges.after.loading.ms,1736405480041000000,1736405496932000000,1
workspaceModel.mutableEntityStorage.instances.count,1736405480041000000,1736405496932000000,3
workspaceModel.moduleManagerBridge.create.module.instance.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1736405480041000000,1736405496932000000,0
workspaceModel.load.cache.metadata.from.file.ms,1736405480041000000,1736405496932000000,0
workspaceModel.load.cache.from.file.ms,1736405480041000000,1736405496932000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1736405480041000000,1736405496932000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1736405480041000000,1736405496932000000,0
jps.global.initialize.library.bridges.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1736405480041000000,1736405496932000000,0
jps.app.storage.content.reader.load.component.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1736405480041000000,1736405496932000000,0
jps.global.handle.before.change.events.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1736405480041000000,1736405496932000000,0
jps.save.global.entities.ms,1736405480041000000,1736405496932000000,4
jps.global.get.library.ms,1736405480041000000,1736405496932000000,0
workspaceModel.save.cache.to.file.ms,1736405480041000000,1736405496932000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1736405480041000000,1736405496932000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1736405480041000000,1736405496932000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1736405480041000000,1736405496932000000,0
workspaceModel.mutableEntityStorage.entities.ms,1736405480041000000,1736405496932000000,1
FilePageCache.pageHits,1736405480041000000,1736405496932000000,0
FilePageCache.capacityInBytes,1736405480041000000,1736405496932000000,503316478
FileChannelInterruptsRetryer.totalRetriedAttempts,1736405480041000000,1736405496932000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1736405480041000000,1736405496932000000,41943040
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1736405480041000000,1736405496932000000,41943040
FilePageCache.maxCacheSizeInBytes,1736405480041000000,1736405496932000000,195035136
DirectByteBufferAllocator.disposed,1736405480041000000,1736405496932000000,146
FilePageCacheLockFree.totalNativeBytesAllocated,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1736405480041000000,1736405496932000000,0
DirectByteBufferAllocator.reclaimed,1736405480041000000,1736405496932000000,43
FilePageCacheLockFree.totalPagesWriteMs,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalPagesReadMs,1736405480041000000,1736405496932000000,0
FilePageCache.totalPageDisposalsUs,1736405480041000000,1736405496932000000,1285
FilePageCache.pageFastCacheHits,1736405480041000000,1736405496932000000,3740
FilePageCacheLockFree.totalBytesRequested,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalPagesWritten,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalBytesRead,1736405480041000000,1736405496932000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalPagesReclaimed,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1736405480041000000,1736405496932000000,0
FilePageCache.disposedBuffers,1736405480041000000,1736405496932000000,189
FilePageCacheLockFree.totalPagesRequestsMs,1736405480041000000,1736405496932000000,0
DirectByteBufferAllocator.misses,1736405480041000000,1736405496932000000,186
FilePageCache.maxRegisteredFiles,1736405480041000000,1736405496932000000,518
StorageLockContext.competingThreads.max,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.nativeBytesInUse,1736405480041000000,1736405496932000000,0
DirectByteBufferAllocator.hits,1736405480041000000,1736405496932000000,3
StorageLockContext.competingThreads.90P,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalBytesWritten,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalPagesRequested,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.heapBytesInUse,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalPagesAllocated,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1736405480041000000,1736405496932000000,0
FilePageCache.totalPageLoadsUs,1736405480041000000,1736405496932000000,304601
FilePageCache.uncachedFileAccess,1736405480041000000,1736405496932000000,109
FilePageCache.pageLoads,1736405480041000000,1736405496932000000,189
FilePageCacheLockFree.totalClosedStoragesReclaimed,1736405480041000000,1736405496932000000,0
FilePageCacheLockFree.totalPagesHandedOver,1736405480041000000,1736405496932000000,0
StorageLockContext.competingThreads.avg,1736405480041000000,1736405496932000000,0.0
NonBlockingReadAction.failedExecutionsCount,1736405480041000000,1736405496932000000,0
NonBlockingReadAction.finalizedExecutionsCount,1736405480041000000,1736405496932000000,17
AWTEventQueue.dispatchTimeTotalNS,1736405480041000000,1736405496932000000,13188856147
NonBlockingReadAction.finalizedExecutionTimeUs,1736405480041000000,1736405496932000000,58309
NonBlockingReadAction.failedExecutionTimeUs,1736405480041000000,1736405496932000000,0
VFS.fileChildByName,1736405480041000000,1736405496932000000,13
VFS.fileByIdCache.misses,1736405480041000000,1736405496932000000,0
VFS.fileByIdCache.hits,1736405480041000000,1736405496932000000,0
VFS.invertedFileNameIndex.requests,1736405480041000000,1736405496932000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1736405480041000000,1736405496932000000,594
writeAction.max.wait.ms,1736405480041000000,1736405496932000000,0
writeAction.count,1736405480041000000,1736405496932000000,2
DiskQueryRelay.taskExecutionTotalTimeUs,1736405480041000000,1736405496932000000,553
writeAction.wait.ms,1736405480041000000,1736405496932000000,0
writeAction.median.wait.ms,1736405480041000000,1736405496932000000,0
DiskQueryRelay.tasksExecuted,1736405480041000000,1736405496932000000,2
DiskQueryRelay.tasksRequested,1736405480041000000,1736405496932000000,2
cacheStateStorage.get.duration,1736405480041000000,1736405496932000000,19
cacheStateStorage.get.counter,1736405480041000000,1736405496932000000,10
cacheStateStorage.set.counter,1736405480041000000,1736405496932000000,7
cacheStateStorage.set.duration,1736405480041000000,1736405496932000000,11
