# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPagesAllocated,1736239154588000000,1736239214609000000,0
StreamlinedBlobStorage.recordsRelocated,1736239154588000000,1736239214609000000,0
FilePageCache.maxCacheSizeInBytes,1736239154588000000,1736239214609000000,253771776
FilePageCache.disposedBuffers,1736239154588000000,1736239214609000000,3
StorageLockContext.competingThreads.avg,1736239154588000000,1736239214609000000,0.0
DirectByteBufferAllocator.hits,1736239154588000000,1736239214609000000,3
MappedFileStorage.totalBytesMapped,1736239154588000000,1736239214609000000,198443008
FilePageCacheLockFree.heapBytesInUse,1736239154588000000,1736239214609000000,0
FilePageCache.capacityInBytes,1736239154588000000,1736239214609000000,503316478
FilePageCacheLockFree.totalPagesWriteMs,1736239154588000000,1736239214609000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1736239154588000000,1736239214609000000,0
FilePageCacheLockFree.totalPagesWritten,1736239154588000000,1736239214609000000,0
DirectByteBufferAllocator.misses,1736239154588000000,1736239214609000000,244
FilePageCacheLockFree.totalPagesRequested,1736239154588000000,1736239214609000000,0
MappedFileStorage.totalPagesMapped,1736239154588000000,1736239214609000000,15
FilePageCacheLockFree.housekeeperTurnsSkipped,1736239154588000000,1736239214609000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1736239154588000000,1736239214609000000,0
FilePageCacheLockFree.totalBytesRequested,1736239154588000000,1736239214609000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1736239154588000000,1736239214609000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1736239154588000000,1736239214609000000,5563871
FilePageCacheLockFree.totalHeapBytesAllocated,1736239154588000000,1736239214609000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1736239154588000000,1736239214609000000,0
StreamlinedBlobStorage.recordsDeleted,1736239154588000000,1736239214609000000,7
FilePageCacheLockFree.totalBytesRead,1736239154588000000,1736239214609000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1736239154588000000,1736239214609000000,30490
FilePageCacheLockFree.housekeeperTimeSpentMs,1736239154588000000,1736239214609000000,0
StorageLockContext.competingThreads.90P,1736239154588000000,1736239214609000000,0
JVM.threadCount,1736239154588000000,1736239214609000000,138
JVM.usedNativeBytes,1736239154588000000,1736239214609000000,430852944
JVM.totalTimeToSafepointsMs,1736239154588000000,1736239214609000000,51
JVM.totalBytesAllocated,1736239154588000000,1736239214609000000,2558411088
JVM.totalDirectByteBuffersBytes,1736239154588000000,1736239214609000000,255682109
JVM.GC.collectionTimesMs,1736239154588000000,1736239214609000000,429
OS.loadAverage,1736239154588000000,1736239214609000000,6.27099609375
JVM.usedHeapBytes,1736239154588000000,1736239214609000000,301327920
JVM.totalSafepointCount,1736239154588000000,1736239214609000000,218
JVM.totalCpuTimeMs,1736239154588000000,1736239214609000000,122100
