# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalHeapBytesReclaimed,1736242173091000000,1736242233119000000,0
StreamlinedBlobStorage.recordsAllocated,1736242173091000000,1736242233119000000,78722
FilePageCacheLockFree.totalClosedStoragesReclaimed,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.totalPagesHandedOver,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.nativeBytesInUse,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.totalPagesRequested,1736242173091000000,1736242233119000000,0
MappedFileStorage.storages,1736242173091000000,1736242233119000000,13
FilePageCacheLockFree.totalPagesAllocated,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.totalBytesWritten,1736242173091000000,1736242233119000000,0
StorageLockContext.competingThreads.max,1736242173091000000,1736242233119000000,0
StorageLockContext.competingThreads.avg,1736242173091000000,1736242233119000000,0.0
StreamlinedBlobStorage.recordsRelocated,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.totalPagesReclaimed,1736242173091000000,1736242233119000000,0
FilePageCache.totalPageLoadsUs,1736242173091000000,1736242233119000000,382211
FileChannelInterruptsRetryer.totalRetriedAttempts,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.totalBytesRead,1736242173091000000,1736242233119000000,0
DirectByteBufferAllocator.disposed,1736242173091000000,1736242233119000000,0
FilePageCache.pageFastCacheHits,1736242173091000000,1736242233119000000,16097
FilePageCache.uncachedFileAccess,1736242173091000000,1736242233119000000,129
MappedFileStorage.totalPagesMapped,1736242173091000000,1736242233119000000,13
FilePageCacheLockFree.totalPagesWriteMs,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1736242173091000000,1736242233119000000,0
FilePageCache.capacityInBytes,1736242173091000000,1736242233119000000,503316478
DirectByteBufferAllocator.misses,1736242173091000000,1736242233119000000,206
FilePageCacheLockFree.totalPagesReadMs,1736242173091000000,1736242233119000000,0
DirectByteBufferAllocator.hits,1736242173091000000,1736242233119000000,3
MappedFileStorage.totalTimeSpentOnMappingUs,1736242173091000000,1736242233119000000,19369
FilePageCacheLockFree.housekeeperTurnsDone,1736242173091000000,1736242233119000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.totalBytesRequested,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1736242173091000000,1736242233119000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1736242173091000000,1736242233119000000,0
FilePageCacheLockFree.heapBytesInUse,1736242173091000000,1736242233119000000,0
FilePageCache.disposedBuffers,1736242173091000000,1736242233119000000,3
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1736242173091000000,1736242233119000000,1079725
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1736242173091000000,1736242233119000000,213925888
StorageLockContext.competingThreads.90P,1736242173091000000,1736242233119000000,0
MappedFileStorage.totalBytesMapped,1736242173091000000,1736242233119000000,190054400
FilePageCache.pageLoads,1736242173091000000,1736242233119000000,209
FilePageCacheLockFree.housekeeperTurnsSkipped,1736242173091000000,1736242233119000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1736242173091000000,1736242233119000000,5563871
FilePageCache.totalPageDisposalsUs,1736242173091000000,1736242233119000000,1367
FilePageCache.maxRegisteredFiles,1736242173091000000,1736242233119000000,532
FilePageCacheLockFree.totalPagesWritten,1736242173091000000,1736242233119000000,0
StreamlinedBlobStorage.recordsDeleted,1736242173091000000,1736242233119000000,7
FilePageCache.maxCacheSizeInBytes,1736242173091000000,1736242233119000000,213925888
DirectByteBufferAllocator.reclaimed,1736242173091000000,1736242233119000000,3
FilePageCache.pageHits,1736242173091000000,1736242233119000000,0
workspaceModel.updates.precise.ms,1736242173091000000,1736242233119000000,5
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1736242173091000000,1736242233119000000,13
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1736242173091000000,1736242233119000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1736242173091000000,1736242233119000000,0
