# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageFastCacheHits,1736400534067000000,1736400556656000000,3730
FilePageCache.disposedBuffers,1736400534067000000,1736400556656000000,189
FilePageCacheLockFree.totalPagesRequested,1736400534067000000,1736400556656000000,0
FilePageCache.capacityInBytes,1736400534067000000,1736400556656000000,503316478
FilePageCache.totalPageLoadsUs,1736400534067000000,1736400556656000000,621707
FilePageCacheLockFree.totalHeapBytesReclaimed,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.totalPagesReclaimed,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1736400534067000000,1736400556656000000,0
DirectByteBufferAllocator.hits,1736400534067000000,1736400556656000000,3
FilePageCacheLockFree.totalClosedStoragesReclaimed,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.totalPagesHandedOver,1736400534067000000,1736400556656000000,0
FilePageCache.maxCacheSizeInBytes,1736400534067000000,1736400556656000000,195035136
FilePageCacheLockFree.housekeeperTurnsSkipped,1736400534067000000,1736400556656000000,0
StorageLockContext.competingThreads.avg,1736400534067000000,1736400556656000000,0.5609756097560976
FilePageCache.pageLoads,1736400534067000000,1736400556656000000,189
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1736400534067000000,1736400556656000000,41943040
FilePageCacheLockFree.totalPageAllocationsWaited,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.totalPagesWritten,1736400534067000000,1736400556656000000,0
DirectByteBufferAllocator.misses,1736400534067000000,1736400556656000000,186
StorageLockContext.competingThreads.max,1736400534067000000,1736400556656000000,12
DirectByteBufferAllocator.reclaimed,1736400534067000000,1736400556656000000,43
FilePageCache.uncachedFileAccess,1736400534067000000,1736400556656000000,109
FilePageCacheLockFree.totalPagesReadMs,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1736400534067000000,1736400556656000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1736400534067000000,1736400556656000000,41943040
FilePageCache.pageHits,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.totalPagesWriteMs,1736400534067000000,1736400556656000000,0
FilePageCache.totalPageDisposalsUs,1736400534067000000,1736400556656000000,1336
FileChannelInterruptsRetryer.totalRetriedAttempts,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.totalBytesWritten,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.totalPagesAllocated,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.heapBytesInUse,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.nativeBytesInUse,1736400534067000000,1736400556656000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1736400534067000000,1736400556656000000,0
DirectByteBufferAllocator.disposed,1736400534067000000,1736400556656000000,146
FilePageCacheLockFree.totalBytesRequested,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.totalBytesRead,1736400534067000000,1736400556656000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1736400534067000000,1736400556656000000,0
StorageLockContext.competingThreads.90P,1736400534067000000,1736400556656000000,0
FilePageCache.maxRegisteredFiles,1736400534067000000,1736400556656000000,518
workspaceModel.moduleManagerBridge.load.all.modules.ms,1736400534067000000,1736400556656000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1736400534067000000,1736400556656000000,0
jps.global.handle.changed.events.ms,1736400534067000000,1736400556656000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1736400534067000000,1736400556656000000,1
workspaceModel.mutableEntityStorage.entities.ms,1736400534067000000,1736400556656000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1736400534067000000,1736400556656000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1736400534067000000,1736400556656000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1736400534067000000,1736400556656000000,0
workspaceModel.do.save.caches.ms,1736400534067000000,1736400556656000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1736400534067000000,1736400556656000000,0
jps.global.get.libraries.ms,1736400534067000000,1736400556656000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1736400534067000000,1736400556656000000,0
workspaceModel.global.apply.state.to.project.ms,1736400534067000000,1736400556656000000,0
jps.app.storage.content.writer.save.component.ms,1736400534067000000,1736400556656000000,2
workspaceModel.global.apply.state.to.project.builder.ms,1736400534067000000,1736400556656000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1736400534067000000,1736400556656000000,0
jps.global.handle.before.change.events.ms,1736400534067000000,1736400556656000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1736400534067000000,1736400556656000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1736400534067000000,1736400556656000000,0
jps.app.storage.content.reader.load.component.ms,1736400534067000000,1736400556656000000,0
